event_date,device_category,country,source,medium,total_users,page_views,item_views,add_to_carts,checkouts,purchases,total_revenue
2021-01-26,tablet,Bulgaria,<Other>,<Other>,1,2,0,0,0,0,0.0
2021-01-26,mobile,China,google,organic,12,28,2,0,0,0,0.0
2021-01-26,desktop,United Arab Emirates,(data deleted),(data deleted),1,7,4,0,0,0,0.0
2021-01-26,mobile,United Kingdom,<Other>,<Other>,7,19,1,0,0,0,0.0
2021-01-26,mobile,France,shop.googlemerchandisestore.com,referral,3,30,25,0,0,0,0.0
2021-01-26,mobile,Serbia,(direct),(none),1,2,0,0,0,0,0.0
2021-01-26,desktop,Denmark,google,organic,2,5,0,0,0,0,0.0
2021-01-26,tablet,South Africa,shop.googlemerchandisestore.com,referral,1,10,3,0,0,0,0.0
2021-01-26,desktop,Romania,<Other>,organic,1,3,0,0,0,0,0.0
2021-01-26,mobile,Ireland,shop.googlemerchandisestore.com,referral,1,0,0,0,0,0,0.0
2021-01-26,desktop,Sweden,google,cpc,1,2,0,0,0,0,0.0
2021-01-26,desktop,Portugal,(direct),(none),2,6,0,0,0,0,0.0
2021-01-26,desktop,Macao,google,organic,1,2,1,0,0,0,0.0
2021-01-26,desktop,Ireland,<Other>,referral,2,10,3,0,0,0,0.0
2021-01-26,desktop,Philippines,shop.googlemerchandisestore.com,referral,2,6,0,0,0,0,0.0
2021-01-26,desktop,Hong Kong,(direct),(none),4,14,2,1,3,0,0.0
2021-01-26,desktop,Cambodia,<Other>,organic,1,7,0,0,0,0,0.0
2021-01-26,desktop,Spain,<Other>,organic,1,2,0,0,0,0,0.0
2021-01-26,mobile,Slovakia,(direct),(none),1,2,0,0,0,0,0.0
2021-01-26,desktop,(not set),<Other>,<Other>,2,4,0,0,0,0,0.0
2021-01-26,mobile,South Korea,<Other>,organic,1,2,0,0,0,0,0.0
2021-01-26,desktop,United Kingdom,shop.googlemerchandisestore.com,referral,3,4,0,0,0,0,0.0
2021-01-26,mobile,South Africa,<Other>,referral,1,1,0,0,0,0,0.0
2021-01-26,desktop,Ireland,shop.googlemerchandisestore.com,referral,1,25,0,0,0,0,0.0
2021-01-26,desktop,India,<Other>,organic,8,28,2,0,2,1,0.0
2021-01-26,desktop,Argentina,(direct),(none),1,7,3,0,0,0,0.0
2021-01-26,desktop,Argentina,<Other>,referral,1,0,0,0,0,0,0.0
2021-01-26,mobile,Ukraine,<Other>,<Other>,2,9,7,0,0,0,0.0
2021-01-26,desktop,Taiwan,shop.googlemerchandisestore.com,referral,2,4,0,0,0,0,0.0
2021-01-26,desktop,Spain,<Other>,<Other>,7,17,2,0,0,0,0.0
2021-01-26,mobile,Peru,(direct),(none),1,1,0,0,0,0,0.0
2021-01-26,desktop,Peru,<Other>,<Other>,1,2,0,0,0,0,0.0
2021-01-26,mobile,Denmark,<Other>,<Other>,1,2,0,0,0,0,0.0
2021-01-26,desktop,Japan,shop.googlemerchandisestore.com,referral,1,2,0,0,0,0,0.0
2021-01-26,desktop,Romania,google,cpc,1,2,0,0,0,0,0.0
2021-01-26,desktop,Thailand,<Other>,<Other>,1,2,0,0,0,0,0.0
2021-01-26,desktop,Albania,(direct),(none),1,5,0,0,0,0,0.0
2021-01-26,mobile,Russia,google,organic,6,12,2,0,0,0,0.0
2021-01-26,mobile,Peru,<Other>,<Other>,3,10,2,0,0,0,0.0
2021-01-26,desktop,Slovakia,<Other>,referral,1,2,0,0,0,0,0.0
2021-01-26,tablet,Netherlands,shop.googlemerchandisestore.com,referral,1,4,1,0,0,0,0.0
2021-01-26,mobile,New Zealand,<Other>,<Other>,1,8,2,2,0,0,0.0
2021-01-26,mobile,Spain,<Other>,<Other>,3,17,2,0,0,0,0.0
2021-01-26,mobile,Singapore,shop.googlemerchandisestore.com,referral,5,15,3,0,0,0,0.0
2021-01-26,mobile,France,<Other>,referral,3,26,6,0,0,0,0.0
2021-01-26,desktop,Iraq,google,organic,1,0,0,0,0,0,0.0
2021-01-26,mobile,Mexico,(direct),(none),1,2,0,0,0,0,0.0
2021-01-26,mobile,Thailand,shop.googlemerchandisestore.com,referral,1,2,0,0,0,0,0.0
2021-01-26,mobile,Israel,google,organic,3,24,6,0,0,0,0.0
2021-01-26,desktop,Peru,<Other>,referral,3,8,2,0,0,0,0.0
2021-01-26,desktop,(not set),shop.googlemerchandisestore.com,referral,1,2,0,0,0,0,0.0
2021-01-26,desktop,Indonesia,google,cpc,1,3,0,0,0,0,0.0
2021-01-26,tablet,Singapore,<Other>,<Other>,1,2,0,0,0,0,0.0
2021-01-26,desktop,Colombia,shop.googlemerchandisestore.com,referral,2,9,5,0,0,0,0.0
2021-01-26,desktop,Austria,shop.googlemerchandisestore.com,referral,1,2,0,0,0,0,0.0
2021-01-26,desktop,Malaysia,shop.googlemerchandisestore.com,referral,1,4,0,0,0,0,0.0
2021-01-26,mobile,Brazil,google,organic,2,5,0,0,0,0,0.0
2021-01-26,mobile,Vietnam,<Other>,<Other>,1,2,0,0,0,0,0.0
2021-01-26,desktop,China,google,cpc,4,12,1,0,0,0,0.0
2021-01-26,desktop,Israel,(data deleted),(data deleted),1,2,0,0,0,0,0.0
2021-01-26,mobile,Turkey,(data deleted),(data deleted),1,3,0,0,0,0,0.0
2021-01-26,mobile,Peru,google,organic,1,5,0,0,0,0,0.0
2021-01-26,desktop,Luxembourg,<Other>,<Other>,1,15,7,2,0,0,0.0
2021-01-26,desktop,Turkey,(direct),(none),8,25,1,0,0,0,0.0
2021-01-26,desktop,Colombia,<Other>,<Other>,2,4,0,0,0,0,0.0
2021-01-26,desktop,Sweden,<Other>,<Other>,2,5,0,0,0,0,0.0
2021-01-26,desktop,Ireland,google,cpc,1,2,1,0,0,0,0.0
2021-01-26,mobile,United Kingdom,(data deleted),(data deleted),2,8,2,0,0,0,0.0
2021-01-26,desktop,Hungary,google,organic,2,4,1,0,0,0,0.0
2021-01-26,desktop,United States,<Other>,(data deleted),3,2,0,0,0,0,0.0
2021-01-26,mobile,Georgia,<Other>,<Other>,1,2,0,0,0,0,0.0
2021-01-26,tablet,Canada,google,organic,4,9,2,0,0,0,0.0
2021-01-26,desktop,Belgium,<Other>,organic,1,3,0,0,0,0,0.0
2021-01-26,mobile,Spain,google,cpc,1,2,0,0,0,0,0.0
2021-01-26,mobile,Algeria,(direct),(none),1,16,7,7,2,1,0.0
2021-01-26,desktop,Hong Kong,<Other>,referral,1,2,1,0,0,0,0.0
2021-01-26,desktop,Qatar,shop.googlemerchandisestore.com,referral,1,4,0,0,0,0,0.0
2021-01-26,mobile,Greece,google,organic,2,3,0,0,0,0,0.0
2021-01-26,desktop,Thailand,google,cpc,1,2,0,0,0,0,0.0
2021-01-26,mobile,Nigeria,shop.googlemerchandisestore.com,referral,1,1,0,0,0,0,0.0
2021-01-26,mobile,Belgium,<Other>,<Other>,1,3,0,0,0,0,0.0
2021-01-26,desktop,Pakistan,<Other>,referral,2,6,1,0,0,0,0.0
2021-01-26,desktop,Japan,<Other>,<Other>,4,11,1,0,0,0,0.0
2021-01-26,desktop,Australia,shop.googlemerchandisestore.com,referral,3,7,0,0,0,0,0.0
2021-01-26,desktop,Sweden,(direct),(none),4,8,2,0,0,0,0.0
2021-01-26,desktop,Jamaica,google,organic,1,5,0,0,0,0,0.0
2021-01-26,mobile,Latvia,<Other>,<Other>,1,2,0,0,0,0,0.0
2021-01-26,desktop,Vietnam,<Other>,<Other>,2,4,0,0,0,0,0.0
2021-01-26,desktop,Canada,google,cpc,4,8,0,0,0,0,0.0
2021-01-26,mobile,Sweden,shop.googlemerchandisestore.com,referral,1,0,0,0,0,0,0.0
2021-01-26,desktop,Czechia,(direct),(none),1,2,1,0,0,0,0.0
2021-01-26,desktop,Morocco,(direct),(none),2,11,6,2,0,0,0.0
2021-01-26,mobile,Guatemala,<Other>,<Other>,1,10,0,0,0,0,0.0
2021-01-26,mobile,Guatemala,(direct),(none),1,0,0,0,0,0,0.0
2021-01-26,mobile,Netherlands,google,cpc,1,2,0,0,0,0,0.0
2021-01-26,desktop,Indonesia,<Other>,organic,1,2,0,0,0,0,0.0
2021-01-26,desktop,South Korea,google,cpc,1,4,0,0,0,0,0.0
2021-01-26,desktop,Singapore,<Other>,<Other>,1,2,0,0,0,0,0.0
2021-01-26,desktop,Bangladesh,<Other>,referral,1,2,0,0,0,0,0.0
2021-01-26,mobile,Spain,shop.googlemerchandisestore.com,referral,3,7,0,0,0,0,0.0
2021-01-26,desktop,Czechia,shop.googlemerchandisestore.com,referral,1,2,0,0,0,0,0.0
2021-01-26,desktop,Poland,<Other>,referral,2,5,1,0,0,0,0.0
2021-01-26,mobile,(not set),(data deleted),(data deleted),1,3,0,0,0,0,0.0
2021-01-26,mobile,Belgium,(direct),(none),1,2,0,0,0,0,0.0
2021-01-26,desktop,Belgium,shop.googlemerchandisestore.com,referral,1,2,0,0,0,0,0.0
2021-01-26,desktop,Jordan,<Other>,<Other>,1,2,0,0,0,0,0.0
2021-01-26,desktop,South Korea,<Other>,referral,5,8,2,0,0,0,0.0
2021-01-26,desktop,Thailand,shop.googlemerchandisestore.com,referral,1,2,0,0,0,0,0.0
2021-01-26,mobile,China,(direct),(none),5,18,0,0,0,0,0.0
2021-01-26,desktop,Spain,google,cpc,1,4,0,0,0,0,0.0
2021-01-26,mobile,Puerto Rico,google,organic,1,2,0,0,0,0,0.0
2021-01-26,mobile,United Kingdom,google,cpc,2,4,0,0,0,0,0.0
2021-01-26,mobile,Norway,<Other>,referral,1,2,0,0,0,0,0.0
2021-01-26,desktop,Saudi Arabia,shop.googlemerchandisestore.com,referral,1,2,0,0,0,0,0.0
2021-01-26,desktop,Netherlands,google,organic,6,15,1,0,0,0,0.0
2021-01-26,desktop,Bahamas,shop.googlemerchandisestore.com,referral,1,2,0,0,0,0,0.0
2021-01-26,desktop,Hungary,(direct),(none),1,2,0,0,0,0,0.0
2021-01-26,mobile,Dominican Republic,(direct),(none),1,2,1,0,0,0,0.0
2021-01-26,mobile,Indonesia,(direct),(none),2,4,0,0,0,0,0.0
2021-01-26,desktop,Turkey,<Other>,(data deleted),1,2,0,0,0,0,0.0
2021-01-26,desktop,Kenya,<Other>,<Other>,1,2,0,0,0,0,0.0
2021-01-26,mobile,Mexico,google,cpc,1,4,2,0,0,0,0.0
2021-01-26,mobile,Pakistan,google,organic,1,19,4,2,4,1,0.0
2021-01-26,mobile,South Korea,<Other>,referral,2,4,0,0,0,0,0.0
2021-01-26,desktop,China,(direct),(none),7,18,4,0,0,0,0.0
2021-01-26,mobile,Finland,(direct),(none),1,2,0,0,0,0,0.0
2021-01-26,mobile,Germany,shop.googlemerchandisestore.com,referral,1,32,29,0,0,0,0.0
2021-01-26,desktop,Indonesia,<Other>,referral,4,8,0,0,0,0,0.0
2021-01-26,mobile,Malaysia,<Other>,referral,1,14,5,3,2,1,0.0
2021-01-26,desktop,Portugal,<Other>,<Other>,2,4,0,0,0,0,0.0
2021-01-26,mobile,Croatia,shop.googlemerchandisestore.com,referral,1,3,0,0,0,0,0.0
2021-01-26,mobile,Germany,<Other>,organic,1,1,0,0,0,0,0.0
2021-01-26,mobile,Greece,google,cpc,1,2,0,0,0,0,0.0
2021-01-26,desktop,Australia,<Other>,<Other>,2,4,0,0,0,0,0.0
2021-01-26,mobile,Netherlands,(data deleted),(data deleted),1,7,1,0,0,0,0.0
2021-01-26,desktop,New Zealand,(data deleted),(data deleted),1,2,1,0,0,0,0.0
2021-01-26,mobile,(not set),<Other>,organic,2,3,0,0,0,0,0.0
2021-01-26,mobile,Austria,(direct),(none),1,2,0,0,0,0,0.0
2021-01-26,desktop,Argentina,google,organic,2,20,9,1,0,0,0.0
2021-01-26,mobile,Singapore,<Other>,<Other>,2,2,0,0,0,0,0.0
2021-01-26,tablet,Brazil,google,organic,1,2,1,0,0,0,0.0
2021-01-26,mobile,Saudi Arabia,<Other>,referral,1,2,1,0,0,0,0.0
2021-01-26,desktop,Pakistan,shop.googlemerchandisestore.com,referral,1,0,0,0,0,0,0.0
2021-01-26,mobile,Slovakia,google,organic,1,2,0,0,0,0,0.0
2021-01-26,mobile,Slovenia,google,organic,2,5,1,0,0,0,0.0
2021-01-26,desktop,Uruguay,<Other>,<Other>,1,5,0,0,0,0,0.0
2021-01-26,tablet,India,(direct),(none),3,4,1,0,0,0,0.0
2021-01-26,mobile,Colombia,google,organic,1,2,0,0,0,0,0.0
2021-01-26,mobile,Philippines,(direct),(none),2,4,0,0,0,0,0.0
2021-01-26,mobile,Egypt,(direct),(none),1,3,0,0,0,0,0.0
2021-01-26,desktop,New Zealand,google,organic,1,4,0,0,0,0,0.0
2021-01-26,desktop,Norway,<Other>,<Other>,2,12,0,0,0,0,0.0
2021-01-26,desktop,Chile,shop.googlemerchandisestore.com,referral,1,0,0,0,0,0,0.0
2021-01-26,mobile,Colombia,<Other>,referral,1,4,0,0,0,0,0.0
2021-01-26,tablet,France,google,organic,1,7,0,0,0,0,0.0
2021-01-26,mobile,Philippines,<Other>,referral,1,0,0,0,0,0,0.0
2021-01-26,mobile,Luxembourg,<Other>,<Other>,1,6,6,0,0,0,0.0
2021-01-26,desktop,Saudi Arabia,<Other>,organic,1,4,0,0,0,0,0.0
2021-01-26,mobile,Bulgaria,(direct),(none),1,11,6,0,0,0,0.0
2021-01-26,desktop,Saudi Arabia,<Other>,<Other>,1,2,1,0,0,0,0.0
2021-01-26,mobile,Peru,<Other>,referral,1,1,0,0,0,0,0.0
2021-01-26,desktop,Panama,(direct),(none),1,3,0,0,0,0,0.0
2021-01-26,mobile,Colombia,(direct),(none),2,9,1,0,0,0,0.0
2021-01-26,desktop,Switzerland,<Other>,<Other>,1,2,0,0,0,0,0.0
2021-01-26,mobile,Vietnam,<Other>,organic,1,0,0,0,0,0,0.0
2021-01-26,tablet,India,<Other>,<Other>,2,4,0,0,0,0,0.0
2021-01-26,desktop,Hong Kong,shop.googlemerchandisestore.com,referral,2,4,1,0,0,0,0.0
2021-01-26,mobile,Poland,google,organic,3,13,0,0,0,0,0.0
2021-01-26,mobile,South Korea,(direct),(none),3,100,49,1,0,0,0.0
2021-01-26,mobile,Switzerland,shop.googlemerchandisestore.com,referral,2,5,1,0,0,0,0.0
2021-01-26,mobile,Taiwan,google,cpc,2,4,0,0,0,0,0.0
2021-01-26,desktop,Norway,google,cpc,1,6,0,0,0,0,0.0
2021-01-26,mobile,Israel,(direct),(none),1,2,1,0,0,0,0.0
2021-01-26,desktop,Brazil,shop.googlemerchandisestore.com,referral,1,4,0,0,0,0,0.0
2021-01-26,desktop,Poland,google,cpc,2,4,0,0,0,0,0.0
2021-01-26,desktop,Mexico,google,organic,5,51,13,0,10,0,0.0
2021-01-26,mobile,Germany,(data deleted),(data deleted),1,4,0,0,0,0,0.0
2021-01-26,desktop,Philippines,google,cpc,1,3,0,0,0,0,0.0
2021-01-26,desktop,Bangladesh,(direct),(none),2,5,1,0,0,0,0.0
2021-01-26,mobile,Kenya,google,organic,1,10,0,0,0,0,0.0
2021-01-26,mobile,Ireland,(direct),(none),2,4,0,0,0,0,0.0
2021-01-26,desktop,Egypt,(data deleted),(data deleted),1,2,0,0,0,0,0.0
2021-01-26,mobile,Australia,google,organic,3,9,1,0,0,0,0.0
2021-01-26,desktop,Sweden,(data deleted),(data deleted),1,2,0,0,0,0,0.0
2021-01-26,mobile,(not set),(direct),(none),2,5,0,0,0,0,0.0
2021-01-26,mobile,Iceland,(direct),(none),1,3,0,0,0,0,0.0
2021-01-26,desktop,France,<Other>,organic,1,4,0,0,0,0,0.0
2021-01-26,desktop,Guatemala,google,organic,1,2,0,0,0,0,0.0
2021-01-26,desktop,Romania,google,organic,3,11,2,0,0,0,0.0
2021-01-26,desktop,Philippines,(data deleted),(data deleted),2,10,4,1,0,0,0.0
2021-01-26,desktop,Norway,<Other>,referral,1,0,0,0,0,0,0.0
2021-01-26,tablet,South Africa,(direct),(none),1,0,0,0,0,0,0.0
2021-01-26,mobile,Denmark,shop.googlemerchandisestore.com,referral,1,2,0,0,0,0,0.0
2021-01-26,mobile,Argentina,(direct),(none),2,7,0,0,6,0,0.0
2021-01-26,tablet,United Kingdom,(data deleted),(data deleted),1,0,0,0,0,0,0.0
2021-01-26,mobile,Nigeria,google,cpc,1,2,0,0,0,0,0.0
2021-01-26,mobile,Netherlands,<Other>,organic,1,11,2,0,0,0,0.0
2021-01-26,mobile,Poland,<Other>,<Other>,2,8,0,0,0,0,0.0
2021-01-26,mobile,Italy,<Other>,referral,2,7,0,0,0,0,0.0
2021-01-26,desktop,Japan,(data deleted),(data deleted),3,44,9,2,12,2,0.0
2021-01-26,desktop,Kazakhstan,(direct),(none),1,11,4,1,0,0,0.0
2021-01-26,desktop,Denmark,(data deleted),(data deleted),1,1,0,0,0,0,0.0
2021-01-26,mobile,Iraq,(direct),(none),1,7,0,0,0,0,0.0
2021-01-26,mobile,Nigeria,<Other>,<Other>,1,7,0,0,0,0,0.0
2021-01-26,mobile,South Korea,google,cpc,1,3,0,0,0,0,0.0
2021-01-26,desktop,Russia,<Other>,<Other>,2,26,5,3,0,0,0.0
2021-01-26,tablet,Hungary,<Other>,referral,1,2,0,0,0,0,0.0
2021-01-26,mobile,Poland,(data deleted),(data deleted),1,2,0,0,0,0,0.0
2021-01-26,desktop,New Zealand,<Other>,<Other>,1,2,1,0,0,0,0.0
2021-01-26,desktop,Croatia,google,organic,1,3,0,0,0,0,0.0
2021-01-26,mobile,Mexico,<Other>,referral,1,2,0,0,0,0,0.0
2021-01-26,desktop,Saudi Arabia,(direct),(none),1,17,5,4,4,0,0.0
2021-01-26,mobile,United Arab Emirates,google,organic,1,2,0,0,0,0,0.0
2021-01-26,desktop,Bahrain,google,organic,1,3,0,0,0,0,0.0
2021-01-26,tablet,India,(data deleted),(data deleted),1,0,0,0,0,0,0.0
2021-01-26,mobile,Algeria,<Other>,<Other>,1,2,0,0,0,0,0.0
2021-01-26,tablet,Malaysia,(direct),(none),1,3,0,0,0,0,0.0
2021-01-26,desktop,United Kingdom,google,cpc,1,4,1,0,0,0,0.0
2021-01-26,mobile,Cambodia,<Other>,<Other>,1,2,0,0,0,0,0.0
2021-01-26,desktop,Portugal,<Other>,referral,1,2,0,0,0,0,0.0
2021-01-26,mobile,Denmark,google,cpc,1,2,0,0,0,0,0.0
2021-01-26,desktop,Egypt,<Other>,organic,1,2,0,0,0,0,0.0
2021-01-26,mobile,Turkey,<Other>,organic,1,2,1,0,0,0,0.0
2021-01-26,desktop,Honduras,google,organic,1,2,0,0,0,0,0.0
2021-01-26,mobile,Indonesia,<Other>,<Other>,1,2,1,0,0,0,0.0
2021-01-26,desktop,Cyprus,google,organic,1,12,0,0,0,0,0.0
2021-01-26,desktop,Mexico,shop.googlemerchandisestore.com,referral,3,6,0,0,0,0,0.0
2021-01-26,desktop,France,<Other>,referral,1,3,0,0,0,0,0.0
2021-01-26,desktop,Dominican Republic,google,organic,1,2,0,0,0,0,0.0
2021-01-26,desktop,South Korea,(data deleted),(data deleted),1,3,0,0,0,0,0.0
2021-01-26,tablet,Germany,<Other>,referral,1,4,0,0,0,0,0.0
2021-01-26,desktop,Denmark,(direct),(none),1,2,0,0,0,0,0.0
2021-01-26,mobile,Japan,(data deleted),(data deleted),2,10,2,2,0,0,0.0
2021-01-26,desktop,Kuwait,(direct),(none),1,20,6,0,0,0,0.0
2021-01-26,mobile,Saudi Arabia,(direct),(none),1,2,0,0,0,0,0.0
2021-01-26,mobile,Chile,shop.googlemerchandisestore.com,referral,1,3,0,0,0,0,0.0
2021-01-26,mobile,Hong Kong,<Other>,referral,1,2,0,0,0,0,0.0
2021-01-26,tablet,Russia,(direct),(none),1,3,0,0,0,0,0.0
2021-01-26,mobile,Austria,google,cpc,1,2,0,0,0,0,0.0
2021-01-26,mobile,Egypt,<Other>,<Other>,1,2,0,0,0,0,0.0
2021-01-26,desktop,Brazil,(data deleted),(data deleted),1,0,0,0,0,0,0.0
2021-01-25,desktop,United States,<Other>,referral,95,489,156,30,38,6,420.0
2021-01-25,desktop,Canada,shop.googlemerchandisestore.com,referral,19,74,21,9,9,4,336.0
2021-01-25,mobile,United States,google,organic,231,1012,246,26,33,3,202.0
2021-01-25,mobile,United States,<Other>,referral,64,190,39,7,3,1,194.0
2021-01-25,desktop,United States,google,organic,283,1102,253,42,27,4,179.0
2021-01-25,desktop,Canada,google,cpc,8,48,21,9,6,1,162.0
2021-01-25,desktop,France,(direct),(none),16,62,14,2,9,1,157.0
2021-01-25,desktop,Chile,(direct),(none),1,11,2,0,3,1,141.0
2021-01-25,desktop,United States,(data deleted),(data deleted),59,338,127,28,27,3,123.0
2021-01-25,desktop,United States,shop.googlemerchandisestore.com,referral,83,321,54,4,6,2,111.0
2021-01-25,tablet,Taiwan,(direct),(none),1,14,7,5,3,1,111.0
2021-01-25,mobile,United States,shop.googlemerchandisestore.com,referral,51,203,51,2,3,1,109.0
2021-01-25,desktop,France,<Other>,<Other>,5,54,23,1,9,1,98.0
2021-01-25,desktop,United States,<Other>,<Other>,159,629,133,15,27,1,91.0
2021-01-25,mobile,Thailand,(data deleted),(data deleted),1,55,22,1,6,1,86.0
2021-01-25,desktop,Japan,<Other>,referral,1,7,0,0,3,1,84.0
2021-01-25,mobile,Taiwan,google,organic,8,53,13,6,6,1,82.0
2021-01-25,mobile,United States,<Other>,<Other>,102,379,95,27,17,2,78.0
2021-01-25,desktop,South Korea,<Other>,<Other>,12,138,56,19,6,1,76.0
2021-01-25,desktop,Sweden,google,organic,5,31,5,0,6,1,58.0
2021-01-25,mobile,Portugal,google,cpc,2,25,5,0,6,1,52.0
2021-01-25,mobile,(not set),(direct),(none),2,91,51,16,12,1,51.0
2021-01-25,desktop,Italy,(direct),(none),8,27,16,2,3,1,44.0
2021-01-25,mobile,Brazil,google,organic,2,28,9,0,3,1,43.0
2021-01-25,mobile,India,(direct),(none),43,139,21,5,6,1,35.0
2021-01-25,mobile,United States,(data deleted),(data deleted),47,213,34,3,6,1,32.0
2021-01-25,desktop,India,(direct),(none),52,217,58,21,12,1,27.0
2021-01-25,desktop,China,google,organic,10,27,6,1,3,1,22.0
2021-01-25,mobile,Taiwan,<Other>,<Other>,2,9,1,0,3,1,21.0
2021-01-25,tablet,United States,(direct),(none),11,63,12,5,12,1,21.0
2021-01-25,mobile,Kosovo,shop.googlemerchandisestore.com,referral,1,27,8,2,3,1,20.0
2021-01-25,mobile,India,<Other>,organic,8,67,33,5,3,1,19.0
2021-01-25,mobile,Canada,google,cpc,3,22,3,0,3,1,17.0
2021-01-25,desktop,United States,(direct),(none),216,762,165,14,20,2,16.0
2021-01-25,mobile,United States,<Other>,organic,18,88,16,1,6,1,16.0
2021-01-25,desktop,Spain,shop.googlemerchandisestore.com,referral,4,37,10,5,15,1,14.0
2021-01-25,mobile,United States,(direct),(none),141,486,108,19,18,1,5.0
2021-01-25,desktop,India,(data deleted),(data deleted),15,63,21,1,0,0,0.0
2021-01-25,desktop,Germany,google,organic,14,46,7,0,0,0,0.0
2021-01-25,desktop,Germany,(direct),(none),8,16,1,0,0,0,0.0
2021-01-25,desktop,Belgium,shop.googlemerchandisestore.com,referral,1,2,0,0,0,0,0.0
2021-01-25,desktop,Japan,(direct),(none),9,18,2,0,0,0,0.0
2021-01-25,desktop,India,google,organic,55,152,29,1,0,0,0.0
2021-01-25,desktop,United States,google,cpc,51,169,56,1,0,0,0.0
2021-01-25,desktop,Canada,(direct),(none),33,133,29,6,3,0,0.0
2021-01-25,desktop,Italy,(data deleted),(data deleted),5,12,2,0,0,0,0.0
2021-01-25,mobile,India,google,organic,45,134,23,0,0,0,0.0
2021-01-25,desktop,Poland,(direct),(none),3,5,2,0,0,0,0.0
2021-01-25,mobile,Switzerland,<Other>,<Other>,3,8,0,0,0,0,0.0
2021-01-25,desktop,Hong Kong,google,organic,6,17,0,0,0,0,0.0
2021-01-25,desktop,France,google,organic,12,27,2,0,0,0,0.0
2021-01-25,desktop,China,(direct),(none),14,40,1,0,0,0,0.0
2021-01-25,mobile,Israel,<Other>,<Other>,2,4,0,0,0,0,0.0
2021-01-25,mobile,United Kingdom,google,organic,18,103,23,1,0,0,0.0
2021-01-25,mobile,United Kingdom,(direct),(none),6,19,2,0,0,0,0.0
2021-01-25,mobile,United States,google,cpc,22,65,8,0,6,0,0.0
2021-01-25,mobile,Germany,<Other>,referral,5,12,1,0,0,0,0.0
2021-01-25,desktop,India,<Other>,<Other>,39,118,30,0,0,0,0.0
2021-01-25,desktop,Italy,<Other>,referral,5,12,9,0,0,0,0.0
2021-01-25,mobile,Morocco,(direct),(none),5,9,2,1,0,0,0.0
2021-01-25,desktop,United Kingdom,<Other>,<Other>,10,34,7,0,0,0,0.0
2021-01-25,mobile,South Korea,(direct),(none),8,22,7,0,0,0,0.0
2021-01-25,mobile,Spain,<Other>,organic,2,3,0,0,0,0,0.0
2021-01-25,desktop,Peru,google,organic,11,56,20,2,6,0,0.0
2021-01-25,desktop,United States,<Other>,organic,21,69,13,0,0,0,0.0
2021-01-25,mobile,Singapore,<Other>,referral,2,5,0,0,0,0,0.0
2021-01-25,mobile,France,<Other>,<Other>,3,17,7,0,0,0,0.0
2021-01-25,desktop,Mexico,(data deleted),(data deleted),3,6,1,0,0,0,0.0
2021-01-25,desktop,Portugal,<Other>,organic,1,3,0,0,0,0,0.0
2021-01-25,mobile,India,<Other>,<Other>,18,76,18,0,0,0,0.0
2021-01-25,desktop,Taiwan,google,organic,13,35,3,0,0,0,0.0
2021-01-25,desktop,Germany,<Other>,referral,3,13,1,0,0,0,0.0
2021-01-25,desktop,Singapore,(direct),(none),6,28,7,1,0,0,0.0
2021-01-25,desktop,Mexico,<Other>,<Other>,1,2,0,0,0,0,0.0
2021-01-25,mobile,Indonesia,(direct),(none),4,15,8,0,0,0,0.0
2021-01-25,mobile,Belgium,<Other>,referral,3,7,0,0,0,0,0.0
2021-01-25,desktop,Vietnam,shop.googlemerchandisestore.com,referral,2,1,0,0,0,0,0.0
2021-01-25,desktop,Ireland,google,cpc,1,3,0,0,0,0,0.0
2021-01-25,mobile,Brazil,(direct),(none),3,11,3,0,0,0,0.0
2021-01-25,mobile,Netherlands,shop.googlemerchandisestore.com,referral,3,16,2,0,0,0,0.0
2021-01-25,desktop,Brazil,(direct),(none),9,33,2,0,0,0,0.0
2021-01-25,mobile,Mexico,<Other>,referral,1,2,0,0,0,0,0.0
2021-01-25,mobile,Belgium,google,organic,1,2,0,0,0,0,0.0
2021-01-25,mobile,Bangladesh,google,organic,2,3,0,0,0,0,0.0
2021-01-25,desktop,Japan,shop.googlemerchandisestore.com,referral,1,4,0,0,0,0,0.0
2021-01-25,mobile,Hong Kong,shop.googlemerchandisestore.com,referral,1,3,0,0,0,0,0.0
2021-01-25,desktop,Philippines,<Other>,referral,3,6,0,0,0,0,0.0
2021-01-25,desktop,India,shop.googlemerchandisestore.com,referral,19,93,13,0,0,0,0.0
2021-01-25,mobile,Australia,(direct),(none),4,14,0,0,0,0,0.0
2021-01-25,desktop,Brazil,google,organic,8,42,8,0,0,0,0.0
2021-01-25,desktop,Brazil,shop.googlemerchandisestore.com,referral,1,1,0,0,0,0,0.0
2021-01-25,desktop,Mexico,(direct),(none),2,7,1,0,0,0,0.0
2021-01-25,desktop,United Kingdom,<Other>,organic,2,4,2,0,0,0,0.0
2021-01-25,desktop,South Korea,(direct),(none),7,10,1,0,0,0,0.0
2021-01-25,desktop,Portugal,shop.googlemerchandisestore.com,referral,2,4,1,0,0,0,0.0
2021-01-25,desktop,Kenya,google,organic,1,2,0,0,0,0,0.0
2021-01-25,desktop,Peru,<Other>,referral,3,14,0,0,0,0,0.0
2021-01-25,mobile,Puerto Rico,(direct),(none),1,2,0,0,0,0,0.0
